,id,artist,title,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
23,3KzDBZYfyIPYadSYwrQkPL,spill tab,Calvaire,Calvaire,49,0.771,0.473,1,-6.027,1,0.0556,0.434,0.0666,0.11,0.558,123.736,117499,4
24,5PtGchZh3CKBpY9CSUfY3C,brakence,fwb,fwb,46,0.697,0.544,11,-7.109,1,0.501,0.149,0.0,0.745,0.833,169.248,137752,4
25,3I3ZmlSouhOYDHGWn3w0CW,Kamal.,homebody,homebody,58,0.762,0.244,4,-14.089,1,0.0711,0.575,0.000661,0.11,0.255,94.949,189000,4
26,4cA2ykOLeV0102AZkiGT4M,Honeywhip,So Obvious,So Obvious,24,0.626,0.5,9,-5.999,1,0.0305,0.576,0.00873,0.188,0.637,129.982,218538,4
27,4PlzJVdaRYC9Fg2AqlOxer,53 Thieves,dreamin',dreamin',60,0.831,0.419,1,-7.381,0,0.44,0.359,0.00228,0.0959,0.339,84.983,207706,4
28,46VVqPB050Euv6hIxeV45l,ella jane,The City,The City,52,0.696,0.241,0,-17.231,1,0.0355,0.804,0.00577,0.109,0.127,95.001,251646,4
29,6KdFaEpGRjpB60DkCJlOh4,Billy Vena,Space Hippie,Space Hippie,37,0.658,0.771,4,-3.065,0,0.0735,0.00244,1.32e-06,0.382,0.61,105.064,175429,4
30,0f11SeNBfLiQPaOmPOCpNx,Martha Da'ro,Fool,Fool,33,0.452,0.2,0,-13.194,1,0.0606,0.777,0.00475,0.0738,0.194,103.904,210000,4
31,5B7K0zs5gkaueWXzgd0vk7,suggi,astroboy.,cheer up!,61,0.707,0.503,0,-11.281,1,0.0358,0.441,9.92e-05,0.16,0.556,148.021,240000,4
32,57C9GA4a2d3keREnEbMtZs,Easton,Patterns In The Sky,Patterns In The Sky,27,0.589,0.717,4,-9.362,0,0.0762,0.14,0.0121,0.0627,0.37,155.98,233846,4
33,2jr9zjYBU2mAgnwU78gzxf,No Panties,Lost My Phone,Lost My Phone,10,0.85,0.466,9,-11.456,0,0.0383,0.0287,0.099,0.102,0.512,97.974,174196,4
34,0t52rXOiyAKx1ZoacxuB4B,mehro,perfume,perfume,58,0.676,0.448,2,-7.085,1,0.0324,0.83,0.00491,0.101,0.719,129.977,153717,4
35,4d83gRvk3DHU5cWBbyOlSk,dhruv,moonlight,moonlight,60,0.736,0.5,11,-11.229,0,0.171,0.639,0.00131,0.104,0.565,92.031,159130,4
36,04cZibf4B5Uj7MP2OuAjL3,Stereo Jane,Strangers,Strangers,45,0.773,0.599,7,-4.852,1,0.0418,0.0922,0.0,0.288,0.489,131.97,167760,4
37,2rkU8YCfozcUOUJS2VwXZ9,Yes Please,Half Nelson,Half Nelson,39,0.693,0.665,7,-6.668,1,0.0425,0.233,0.0,0.318,0.849,143.97,193562,4
38,5YEt6KT2JuTI62ehTcgWTS,Jordana,Crunch,Crunch,29,0.554,0.803,2,-4.451,1,0.0333,0.0039,0.692,0.489,0.607,134.016,201120,1
39,1JAEWJdVG3qweQL0iAKWn6,April,The Impossible Task of Feeling Complete,The Impossible Task of Feeling Complete,20,0.293,0.282,9,-11.529,0,0.0395,0.937,0.0022,0.108,0.0397,169.593,187186,3
40,4TzrgblNGzBjwqB8VGTVCV,David Alexander,Head on My Shoulder,Head on My Shoulder,47,0.507,0.292,9,-13.111,1,0.0938,0.763,0.0,0.109,0.166,94.092,192067,4
41,2kq3efm5Rtl2DsAg1hAtpq,MT. LOW,Fade (Into View),Fade (Into View),20,0.722,0.394,10,-10.412,0,0.05,0.75,0.00179,0.107,0.379,174.035,217241,4
42,6QWz6ZtKAqp6Aqh0QIG6K6,Jockstrap,Acid,Acid,43,0.535,0.261,0,-5.922,1,0.0261,0.192,0.00157,0.108,0.194,79.918,230356,4
43,3y3U17xvpPTELukV8noYCb,Garde,Alone,Alone,22,0.771,0.49,1,-7.206,0,0.0481,0.679,1.44e-05,0.155,0.812,130.002,240431,4
44,03ZQhvP0UXQvUhGxlGqOSq,Emily Keener,Do You Love Me Lately?,Do You Love Me Lately?,48,0.605,0.205,7,-15.486,1,0.0347,0.866,0.000116,0.144,0.0889,115.955,236409,4
45,4318wsqF8m3DbfF65xnkNB,bloody white,tongue tied,tongue tied,41,0.356,0.693,0,-4.647,1,0.0795,0.818,0.0,0.0705,0.5,89.802,157333,4
46,3oEzAvTdFE9fxBI9FvcsPh,Bri Tolani,Hazy,Hazy,36,0.797,0.489,1,-7.625,0,0.0407,0.819,0.0,0.134,0.202,126.043,201905,4
47,7hGNnw9wlyXZ7rM16Bo4hD,Tara,Floating,Floating,25,0.708,0.257,4,-10.928,0,0.0485,0.735,5.37e-06,0.205,0.105,113.825,214257,4
48,25gKiqJHujPWEbtPtit2gG,Dead Emerson,Cold Summer,Cold Summer,43,0.507,0.585,6,-6.347,1,0.195,0.225,0.0,0.295,0.6,81.584,202497,4
49,1nV5gbrDdxfua6ICkCVTgY,Alaina Castillo,papacito,antisocial butterfly,57,0.592,0.634,4,-4.199,1,0.262,0.358,0.0,0.121,0.741,179.853,185409,4
50,4mH0YkiHRu0LF5hvx86ME9,Beau Diako,Flamingo,Flutter,42,0.648,0.625,9,-9.004,1,0.0866,0.391,0.000162,0.131,0.462,99.967,176974,4
51,1bfL3v2vNhwRoeZdDZ8ZBF,Love Mansuy,Count On You,Of Age,37,0.635,0.554,0,-4.801,1,0.0484,0.421,0.00118,0.14,0.482,148.103,205533,4
52,5go87H9X27NrRuJvJbsJ7W,tii adica,The Prestige,The Prestige,21,0.38,0.795,2,-6.425,1,0.222,0.277,0.0,0.12,0.38,95.94,209842,4
53,2mxCdfbjsfSEMbUfkNkOUq,Kinda Moderate,Like Ooo,Like Ooo,33,0.599,0.521,8,-11.734,1,0.0803,0.692,0.0,0.122,0.461,75.023,118400,4
54,1nF64mhIeEPcnQjG39kgf4,Alaina Castillo,no importa,antisocial butterfly,53,0.515,0.675,8,-5.158,1,0.256,0.437,0.0,0.0886,0.346,89.905,152852,4
55,5K4R9el3fz8dAiVpvChgfD,Alex France,Timeout,Timeout,27,0.88,0.794,10,-3.315,0,0.0733,0.113,0.0,0.0612,0.483,113.007,138319,4
56,6zcvgbAkIulAAB31lLjgKx,Walker,Peace of Mind,My Own Best Friend / Peace of Mind,37,0.569,0.301,2,-13.839,1,0.124,0.714,0.00768,0.108,0.234,86.047,278625,4
57,0gM1eDd2iymRIcSy4sF0CI,Kyle Lux,Lightyear,Lightyear,28,0.427,0.529,6,-4.951,0,0.0546,0.395,0.0,0.0852,0.163,140.351,217656,4
58,6lSYPt65pFv6ed4r3GYZAs,Shane Garcia,San Pellegrino,San Pellegrino,35,0.713,0.384,4,-10.233,0,0.059,0.508,1.94e-05,0.0911,0.546,130.123,165819,4
59,2OniwRnM4rjRGFEDGsoJWP,Beau Diako,Flutter,Flutter,39,0.625,0.439,0,-10.133,0,0.0419,0.823,0.0248,0.102,0.551,76.043,192318,4
60,7G1z481K0xAULT3eVaaNQD,Jenevieve,Medallion,Medallion,49,0.759,0.505,10,-7.359,0,0.0518,0.22,1.15e-05,0.293,0.802,78.996,149378,4
61,7pNElRT6iy5GVyGnhaJysz,Hudi,Pasadena,Pasadena,32,0.853,0.325,5,-13.104,0,0.418,0.161,3.94e-06,0.0954,0.682,72.498,135931,4
62,6DXRUAHQTwJuCXuhXyRU53,boylife,peas,peas,54,0.249,0.342,4,-10.283,1,0.0389,0.303,0.0113,0.16,0.126,64.335,234645,5
63,0VNtKhOQZConLZc1GjQckk,Sofia Kourtesis,Sarita Colonia - Edit,Sarita Colonia,41,0.779,0.649,4,-8.297,0,0.13,0.0025,0.889,0.0989,0.446,122.993,227317,4
64,1PFIHtyj9US4ZIRkH34hxU,Andrea Chahayed,Tenant,Tenant,47,0.535,0.304,1,-15.168,0,0.0466,0.768,0.0,0.211,0.211,79.941,234016,4
65,0w69QFnWIwTCwEzI1lxkTC,Maggie Miles,WHATDOISAY?,WHATDOISAY?,47,0.793,0.558,5,-5.149,0,0.151,0.181,7.25e-06,0.366,0.591,146.997,189796,4
66,1GD9bAjq18NIhWNVEyNL7K,moa moa,Yellow Jacket,Yellow Jacket,30,0.48,0.688,5,-9.42,1,0.0433,0.0105,0.0632,0.156,0.531,85.991,228837,4
67,0ZEbNzdEpQBFBu1zlltJ2Q,Zack Cokas,Bust Down,Bust Down,31,0.692,0.484,7,-6.497,1,0.354,0.0125,0.0018,0.12,0.505,97.711,146062,4
68,6hm00tFoul38Zmz8zM5unQ,Dempsey Hope,Commitment Issues,Commitment Issues,44,0.613,0.508,0,-11.635,1,0.0807,0.0491,0.0,0.114,0.224,130.047,170953,4
69,2DI2BdfibpQWLCFVLLrEIW,ARI,Nothin but a Monster,Nothin but a Monster,38,0.683,0.698,1,-7.828,0,0.0934,0.0915,0.00221,0.208,0.384,104.005,193862,4
70,33VCIFyphsTdo4DBDKkrhy,Winterflood,In the Dark,In the Dark,29,0.72,0.945,6,-3.118,0,0.0746,0.0587,0.822,0.109,0.613,123.938,201290,4
71,77QrmJAISNg6ZRGikScJlC,David Alexander,Crazy,Crazy,43,0.773,0.576,1,-7.902,0,0.184,0.0509,0.0,0.0961,0.742,150.15,193058,4
72,3SsgWnea06WdgZHu6rhOhU,$amuraï,Cobardes,Cobardes,0,0.777,0.413,4,-10.077,1,0.118,0.121,1.22e-06,0.118,0.569,104.97,183071,4
73,2wB18h8T6qglbWcU4KJQxZ,Dad,Fresher,Fresher,1,0.904,0.497,1,-7.398,1,0.0936,0.534,5.26e-06,0.124,0.655,88.972,163724,4
74,4sT9knZS0gvM3CNOGwUQgT,eevee,anticipation,ep highlights,11,0.507,0.3,9,-16.387,1,0.138,0.763,0.883,0.0989,0.274,81.797,81982,4
75,2Tl52E14WnNgjBk258km2t,Axian,Autumn Leaves,Chillhop Essentials Fall 2017,0,0.785,0.332,10,-7.785,0,0.0548,0.72,0.887,0.116,0.566,85.116,101794,4
76,2V3aBTKWMnEkjzABx6Sj80,Poptartpete,BadHabits,8 Cavities,44,0.845,0.302,6,-9.835,1,0.267,0.72,0.216,0.123,0.317,82.295,107874,4
77,081ySMgn2BbxK2cScqCA8M,BluntOne,Blazar,Blazar,43,0.657,0.32,11,-7.208,0,0.145,0.593,0.875,0.115,0.132,79.961,112906,4
78,2yuM3iVvrDQ5g0in42E6Un,Dream Easy Collective,Blooming,Palettes,36,0.624,0.269,2,-12.529,1,0.0625,0.929,0.948,0.0917,0.367,78.203,73846,4
79,4RIu43eVxjbWuUhNwTUxwb,Philanthrope,Blue (feat. Drwn.),Clockwork,0,0.69,0.245,1,-10.11,1,0.122,0.406,0.916,0.115,0.109,80.027,123042,4
80,6TZe9eIEgoAWAhHk9Vke4Y,Otesla,Blue Sea,Phalgu,43,0.654,0.698,8,-6.726,0,0.0834,0.775,0.89,0.078,0.871,86.73,64398,4
81,2CMIGVLAz6NfD9fdfdhbBp,idntrmmbr,blunt.,blunt.,0,0.622,0.0955,7,-14.682,1,0.538,0.0287,0.496,0.184,0.604,170.689,75142,4
82,7zr8WNtbIuGOAPvw6lOKlF,Bonnaz,Cabin,Clouds,42,0.69,0.173,7,-12.41,0,0.0754,0.546,0.784,0.102,0.333,81.992,70244,4
83,1Baom7De1BoTlJb3YcLR3d,[bsd.u],charlie,pook,0,0.475,0.484,9,-8.42,0,0.132,0.769,0.933,0.131,0.439,98.368,74920,3
84,2DXv3wb4RoQA15QMnMYdOs,Made in M,Chinua,Chillhop Raw Cuts,0,0.629,0.178,0,-7.786,0,0.318,0.806,0.925,0.109,0.883,85.955,100465,4
85,4DyV4ubiYGvqCAp18O5SNo,Philanthrope,Clockwork (feat. Tusken.),Clockwork,0,0.521,0.212,10,-12.216,1,0.044,0.855,0.846,0.092,0.154,99.879,138000,5
86,4OIc7I3YEUfGbqXxAbHIqI,Kazam,cocktail on the seaside,0.1,43,0.72,0.28,7,-12.071,1,0.0408,0.822,0.946,0.148,0.426,73.983,90811,5
87,2D9hcvCl5JhpmmqPVPgAFG,Keem the Cipher,Come My Way,Chillhop Essentials Fall 2017,0,0.732,0.46,3,-6.888,0,0.0485,0.0336,0.823,0.105,0.879,88.983,110562,4
88,1fmGSSlJXOrjAoH9g1ZlL1,CoryaYo,Daybreak,Young Vibes,42,0.734,0.341,11,-7.43,1,0.0812,0.0783,0.827,0.11,0.689,174.399,78805,4
89,6MPds6qhyIUChcBwog21kx,Otesla,East,Chillhop Essentials Fall 2017,0,0.443,0.566,7,-6.783,0,0.259,0.431,0.219,0.224,0.349,82.77,126665,4
90,7t5Fj389SIAdjlwPts8IfS,MadBliss,elder,miniwheats ep,0,0.739,0.36,3,-6.497,1,0.277,0.731,0.116,0.251,0.92,83.916,72716,4
91,3iOZ2eAujk3YFpCRlORNDY,Jinsang,empty,Confessions,49,0.67,0.324,10,-15.709,0,0.0916,0.747,0.928,0.108,0.462,85.293,160210,4
92,6wpvLX37NJ7ctUkDhoCjOm,Philanthrope,The End (feat. Fujitsu),Clockwork,0,0.542,0.327,5,-8.618,0,0.0516,0.883,0.854,0.0703,0.186,142.134,136000,4
93,730codipgCPVdeAQaFkT2l,invention_,epiphany,Hibernature,40,0.48,0.534,5,-9.503,0,0.0627,0.805,0.612,0.406,0.33,97.664,110029,5
94,3gvKQA00oZz8D36CaErYnd,Keem the Cipher,Escapism.,(Exploration.),40,0.735,0.621,0,-9.701,1,0.0857,0.00759,0.819,0.518,0.481,80.957,121482,4
95,2MaUM2Oc1E9xD8lkzSJBOK,DRWN.,Estate,Chillhop Raw Cuts 2,0,0.704,0.235,11,-12.296,0,0.164,0.196,0.54,0.313,0.504,79.993,108000,4
96,6uOkYKiWUGYrixPVhnc5DW,The Deli,Everyday,Encounters,42,0.777,0.535,0,-6.945,0,0.231,0.718,0.459,0.0888,0.629,84.99,107305,4
97,0cvlbEsnA6mDMdt5oaWWbf,Goldenninjah,Eyes,Eyes,38,0.613,0.455,8,-12.371,1,0.381,0.74,0.511,0.346,0.828,79.108,61884,4
98,5Szk4n51r60dIaWOiyImel,Walterwarm,Feelin' Good,Summer Break,40,0.643,0.675,7,-9.972,1,0.285,0.49,0.885,0.107,0.89,75.022,102000,4
99,2349ewAw7d9nG5v3TEOpLZ,Omaure,Firewall,Papaya,38,0.77,0.716,8,-6.884,0,0.264,0.207,0.126,0.326,0.806,172.108,147929,4
100,274h8Y0DZUBfFHLxQQuRjQ,Philanthrope,Flke,Clockwork,0,0.678,0.373,8,-8.395,1,0.0655,0.822,0.682,0.103,0.16,83.087,133042,4
101,71m9ElHMXOCBc02zU0HpJp,invention_,fmrl_unrslv,Hibernature,42,0.623,0.211,6,-9.696,0,0.274,0.964,0.0339,0.248,0.678,75.061,134400,4
102,1DiyYPW5kCtJufYQO4Qa4O,Beatboxbandit,gamblers,make things right,42,0.725,0.835,2,-8.722,0,0.158,0.537,0.649,0.23,0.756,165.966,82250,4
103,3q5FKCRd7JigFL8PpXmjs1,Nohidea,gardenia,Esuna,0,0.743,0.365,7,-13.836,1,0.361,0.839,0.279,0.0945,0.332,74.963,102400,4
104,2e1gvazDx0mxQdBVXFEVGm,Mujo,Harakiri,Lagoon,44,0.509,0.0739,2,-14.063,1,0.082,0.82,0.858,0.0954,0.615,81.368,108375,4
105,5NwaGsTk3xjFdL0sKgdaqn,Dewaldo,Helado,Dewaldo,37,0.711,0.11,8,-9.553,1,0.12,0.414,0.752,0.109,0.516,86.919,79447,4
106,13a6OAPkYTJfzxlHz9qOBS,Kendall Miles,Her,Her,50,0.546,0.125,0,-18.528,1,0.0422,0.912,0.897,0.11,0.458,172.009,166500,5
107,7ajWaI3IxzbXW4sZR8cLm3,BluntOne,Herb Garden,"Connections, Vol. 1",41,0.708,0.197,6,-9.45,0,0.143,0.033,0.864,0.0986,0.842,172.109,137371,4
108,0ToFY6oUqUI6EVAGRNDPJU,Leavv,Home,Chillhop Raw Cuts 2,0,0.798,0.492,0,-7.754,1,0.0546,0.0223,0.918,0.0768,0.551,145.237,115750,1
109,5BLsF6LQoDr2Ashad8RbmN,Philanthrope,Hope (feat. Mono:Massive),Clockwork,0,0.708,0.343,1,-8.306,0,0.072,0.0749,0.879,0.117,0.63,80.024,139042,4
110,4YMT9Yn8FYMnDNzH5Zaudb,Nymano,I Wish I Could Sleep,Chillhop Essentials Winter 2016,0,0.682,0.328,3,-6.41,0,0.0342,0.73,0.9,0.0978,0.302,83.992,119754,4
111,1ZzpnNOU6rbXFZEm4MBdjR,aimless,i've been missing you lately,beats from 2017,50,0.624,0.429,4,-8.6,0,0.614,0.762,0.747,0.168,0.295,79.788,89231,4
112,5qIO0RCafAhDgS1Oolf4BM,Celph Titled,Interlude 6 (Instrumental),Nineteen Ninety Now: The Instrumentals,36,0.806,0.402,6,-9.511,1,0.0568,0.0672,0.284,0.194,0.809,92.018,70640,4
113,6EHLaTcDIEpNpic43B4366,Fujitsu,Its All Luv.,Its All Luv.,37,0.833,0.3,10,-8.642,1,0.348,0.732,0.0706,0.111,0.735,87.991,144000,4
114,1Sx4wu6zJrQMxdtRLOLg4h,Sugi.wa,Je T'aime,Chillhop Raw Cuts 2,0,0.591,0.419,6,-15.445,0,0.105,0.598,0.909,0.0916,0.797,75.927,76500,4
115,0rZNCbrFDaKrbMnv56CPiq,Nohidea,l'amour [intro],home movies,0,0.733,0.328,1,-14.301,1,0.417,0.947,0.804,0.109,0.699,72.054,117037,4
116,77gpoAXr4JnvV4ZIhxfpJB,Philanthrope,Leavin',Clockwork,0,0.86,0.341,7,-12.574,1,0.464,0.543,0.851,0.0925,0.651,75.035,133042,4
117,75OdTv8EDHl4OaEn8CTr8q,emune,Lemon Haze,SP-Ecials,0,0.626,0.37,8,-11.913,1,0.505,0.64,0.89,0.114,0.627,150.964,74136,4
118,67YJf91vG2LlI0GmrJYg9q,Bilo 503,lit,Arecibo,0,0.688,0.162,2,-9.291,0,0.031,0.481,0.916,0.124,0.522,36.014,83268,4
119,70A7AWqVy4RLOLRrPzoWUE,Toonorth,Mabey,Melancholy,42,0.711,0.488,7,-12.208,0,0.0791,0.0282,0.869,0.119,0.27,77.005,99740,4
120,54lQt6D8bhZTYFP7WS4Tar,Smoke Trees,Maceio,Into The Deep,36,0.684,0.245,6,-13.366,0,0.139,0.393,0.916,0.495,0.489,83.006,141000,4
121,1kxFReg4kxl2gkdYk105Xv,mt. fujitive,Melanin,Chillhop Raw Cuts 2,0,0.712,0.276,2,-16.847,1,0.243,0.902,0.0813,0.134,0.331,77.938,114000,4
122,5TCnWbhNC68ZlPQ1AuVWDw,Sugi.wa,Memories,Chillhop Essentials Fall 2017,0,0.825,0.21,0,-9.129,1,0.12,0.185,0.912,0.109,0.503,80.423,110031,4
123,0qsyHYuKlXzDkkMjz6XY7o,Flitz&Suppe,Moanin,Mirage,34,0.435,0.263,4,-12.0,0,0.0422,0.428,0.617,0.109,0.283,81.258,138801,4
124,679dZ8IT5Efh4nTZ4YLG5r,Sleepdealer,Molly,Dreamland,0,0.787,0.386,1,-8.964,0,0.0702,0.144,0.908,0.0881,0.274,154.012,102855,4
125,1hd6bN5UXGc8qPGwJBqEx3,Through & Through,Mom,Mom,39,0.744,0.295,0,-16.502,1,0.0541,0.926,0.793,0.109,0.186,142.178,152113,4
126,6CwnVmFH9NlrPMFwZkh0qJ,Fujitsu,Motions,Corals,0,0.747,0.206,7,-11.915,1,0.145,0.361,0.629,0.11,0.669,79.039,112000,4
127,4rl5ZnmQ1a681KMMKNH6fL,Kreambeat,Moves,Moves,0,0.714,0.228,5,-19.027,1,0.141,0.238,0.772,0.0946,0.746,143.924,156038,4
128,2NNOY5a1KMNRKkdY0it83q,tusken.,Mr.Toast,Chillhop Essentials Fall 2017,0,0.771,0.403,5,-6.845,1,0.04,0.577,0.0272,0.1,0.395,82.047,118500,4
129,360ZbFeuSVBsYnhtCU2jGn,emune,Paraiso,SP-Ecials,0,0.73,0.235,5,-9.737,0,0.478,0.947,0.782,0.122,0.812,82.097,70501,4
130,2mx9z7ERJtHATKNZSP3qd2,Flughand,Peninsula,Peninsula,0,0.496,0.101,6,-22.118,1,0.292,0.65,0.684,0.105,0.62,59.551,140140,3
131,545h9K5jXw9Webnj8LHPZ4,[ocean jams],preamble,radio.wavs//volume.2,0,0.321,0.434,2,-12.727,0,0.0278,0.689,0.0906,0.152,0.112,78.019,141538,4
132,1Axv5ZjgGCCLq5509xhYiY,Philanthrope,Pueblo,Pueblo,0,0.402,0.355,11,-7.978,0,0.334,0.655,0.437,0.145,0.283,164.456,135000,4
133,7qpz7T6evK4gSbLJJC7mrx,Flughand,Puguliese,Chillhop Raw Cuts,0,0.565,0.122,1,-11.153,1,0.095,0.86,0.949,0.111,0.663,78.945,73198,4
134,7InnWYgIoRTKt3qu0rkxDm,slr,Push,Push,33,0.865,0.672,9,-5.841,1,0.31,0.512,0.785,0.121,0.523,87.749,69190,4
135,1bNqZcVViZ08tvEdwi4bih,invention_,querencia,Hibernature,34,0.544,0.328,2,-9.615,0,0.0315,0.759,0.528,0.481,0.185,74.242,77667,4
136,2VrLl8JVibZmkCtBMWfvYR,Philanthrope,RealEstate,Clockwork,0,0.536,0.193,6,-10.031,1,0.143,0.105,0.896,0.189,0.505,160.819,88042,4
137,0Pb78u1M7Aj2GknMZQNF5F,Jazz Dialogue,Rekursion,Quintessenz Und Ihre Nuance Instrumentals,33,0.701,0.449,11,-7.772,0,0.0707,0.142,0.195,0.136,0.537,83.972,83861,4
138,2VnKo1kUEFkM5CwzsreulS,enjo,RideOut,EnjoyLife,49,0.78,0.327,10,-8.763,1,0.136,0.915,0.689,0.112,0.388,82.027,79024,4
139,3yEgq0Vclg7jaeUW8Zw5Lx,Wun Two,Seasons,Baker's Dozen: Wun Two,36,0.48,0.164,1,-12.659,0,0.0992,0.919,0.0866,0.105,0.804,150.64,120000,1
140,6sBOOVJB3sOacz5jiuSs9e,Estugarda,Shroom,Estugarda Neighborhood,34,0.769,0.31,6,-13.617,0,0.282,0.865,0.931,0.113,0.846,158.039,134466,4
141,1mJXiU7N06j01xGak11FyB,HM Surf,Snow,Iguana,34,0.678,0.255,5,-17.109,0,0.37,0.566,0.199,0.382,0.131,78.955,87722,4
142,6Ik6RzSVm04ZcGGv0wBrnX,Nymano,Sorry,Chillhop Essentials Fall 2016,0,0.62,0.332,3,-8.467,1,0.241,0.042,0.905,0.359,0.629,85.044,111846,4
143,7uZYaN7ubCsO1T5QkweHjg,Badsummer,Still Shining,Chillhop Essentials Summer 2017,0,0.633,0.547,6,-5.357,1,0.072,0.587,0.889,0.334,0.408,86.065,141000,4
144,5D8tvL6Hj9FWwZpds2CHsO,frumhere,sunday afternoon wine,i still have things to say,0,0.461,0.57,7,-11.392,0,0.336,0.127,8.79e-05,0.136,0.518,178.218,89647,4
145,1xAbUDhshbqALHIE1DcQbY,Arbour,Sunday Piano Music,Luv Songs,48,0.628,0.151,6,-11.341,1,0.0465,0.928,0.92,0.095,0.12,82.088,83112,4
146,3NY4cDoNlft0ejRpPRO2nX,Minthaze,Take it Easy,Captivating,0,0.656,0.594,5,-11.296,0,0.251,0.79,0.905,0.113,0.607,83.569,72006,4
147,4XJt0lncTRoYmZB0Y096na,Nohidea,this is a love story.,this is a love story.,0,0.582,0.506,0,-12.125,1,0.106,0.37,0.00775,0.0912,0.513,74.986,139141,4
